"";"sample";"sampling";"species";"counts";"gf";"date";"morp";"magnification";"info";"cells_ml";"temperature";"nutrients"
"1328";158;24;"odontella";0;10;"03.06.";"mix";10;NA;0;12;"Low"
"1329";159;24;"odontella";0;10;"03.06.";"mix";10;NA;0;12;"Low"
"1330";160;24;"odontella";0;10;"03.06.";"mix";10;NA;0;12;"HI"
"1331";161;24;"odontella";0;10;"03.06.";"mix";10;NA;0;12;"HI"
"1332";162;24;"odontella";1;10;"03.06.";"mix";10;NA;12,78;12;"HI"
"1333";217;24;"odontella";0;10;"03.06.";"mix";10;NA;0;15;"Low"
"1334";218;24;"odontella";1;10;"03.06.";"mix";10;NA;12,78;15;"Low"
"1335";219;24;"odontella";0;10;"03.06.";"mix";10;NA;0;15;"Low"
"1336";220;24;"odontella";0;10;"03.06.";"mix";10;NA;0;15;"HI"
"1337";221;24;"odontella";1;10;"03.06.";"mix";10;NA;12,78;15;"HI"
"1338";222;24;"odontella";0;10;"03.06.";"mix";10;NA;0;15;"HI"
"1339";277;24;"odontella";0;10;"03.06.";"mix";10;NA;0;18;"Low"
"1340";278;24;"odontella";0;10;"03.06.";"mix";10;NA;0;18;"Low"
"1341";279;24;"odontella";0;10;"03.06.";"mix";10;NA;0;18;"Low"
"1342";280;24;"odontella";1;10;"03.06.";"mix";10;NA;12,78;18;"HI"
"1343";281;24;"odontella";0;10;"03.06.";"mix";10;NA;0;18;"HI"
"1344";282;24;"odontella";0;10;"03.06.";"mix";10;NA;0;18;"HI"
"1345";337;24;"odontella";0;10;"03.06.";"mix";10;NA;0;21;"Low"
"1346";338;24;"odontella";0;10;"03.06.";"mix";10;NA;0;21;"Low"
"1347";339;24;"odontella";0;10;"03.06.";"mix";10;NA;0;21;"Low"
"1348";340;24;"odontella";0;10;"03.06.";"mix";10;NA;0;21;"HI"
"1349";341;24;"odontella";0;10;"03.06.";"mix";10;NA;0;21;"HI"
"1350";342;24;"odontella";0;10;"03.06.";"mix";10;NA;0;21;"HI"
"1351";103;24;"asterio";16;6;"03.06.";"pulse";40;NA;5452,8;9;"Low"
"1352";104;24;"asterio";6;6;"03.06.";"pulse";40;NA;2044,8;9;"Low"
"1353";105;24;"asterio";29;6;"03.06.";"pulse";40;NA;9883,2;9;"Low"
"1354";106;24;"asterio";1;6;"03.06.";"pulse";40;NA;340,8;9;"HI"
"1355";107;24;"asterio";2;6;"03.06.";"pulse";40;NA;681,6;9;"HI"
"1356";108;24;"asterio";0;6;"03.06.";"pulse";40;NA;0;9;"HI"
"1357";163;24;"asterio";36;6;"03.06.";"pulse";40;NA;12268,8;12;"Low"
"1358";164;24;"asterio";33;6;"03.06.";"pulse";40;NA;11246,4;12;"Low"
"1359";165;24;"asterio";15;6;"03.06.";"pulse";40;NA;5112;12;"Low"
"1360";166;24;"asterio";67;6;"03.06.";"pulse";40;NA;22833,6;12;"HI"
"1361";167;24;"asterio";89;6;"03.06.";"pulse";40;NA;30331,2;12;"HI"
"1362";168;24;"asterio";136;6;"03.06.";"pulse";40;NA;46348,8;12;"HI"
"1363";223;24;"asterio";181;6;"03.06.";"pulse";40;NA;61684,8;15;"Low"
"1364";224;24;"asterio";149;6;"03.06.";"pulse";40;NA;50779,2;15;"Low"
"1365";225;24;"asterio";116;6;"03.06.";"pulse";40;NA;39532,8;15;"Low"
"1366";226;24;"asterio";97;6;"03.06.";"pulse";40;NA;33057,6;15;"HI"
"1367";227;24;"asterio";85;6;"03.06.";"pulse";40;NA;28968;15;"HI"
"1368";228;24;"asterio";69;6;"03.06.";"pulse";40;NA;23515,2;15;"HI"
"1369";283;24;"asterio";71;6;"03.06.";"pulse";40;NA;24196,8;18;"Low"
"1370";284;24;"asterio";55;6;"03.06.";"pulse";40;NA;18744;18;"Low"
"1371";285;24;"asterio";68;6;"03.06.";"pulse";40;NA;23174,4;18;"Low"
"1372";286;24;"asterio";33;6;"03.06.";"pulse";40;NA;11246,4;18;"HI"
"1373";287;24;"asterio";37;6;"03.06.";"pulse";40;NA;12609,6;18;"HI"
"1374";288;24;"asterio";32;6;"03.06.";"pulse";40;NA;10905,6;18;"HI"
"1375";343;24;"asterio";106;6;"03.06.";"pulse";40;NA;36124,8;21;"Low"
"1376";344;24;"asterio";100;6;"03.06.";"pulse";40;NA;34080;21;"Low"
"1377";345;24;"asterio";109;6;"03.06.";"pulse";40;NA;37147,2;21;"Low"
"1378";346;24;"asterio";119;6;"03.06.";"pulse";40;NA;40555,2;21;"HI"
"1379";347;24;"asterio";143;6;"03.06.";"pulse";40;NA;48734,4;21;"HI"
"1380";348;24;"asterio";112;6;"03.06.";"pulse";40;NA;38169,6;21;"HI"
"1381";103;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;9;"Low"
"1382";104;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;9;"Low"
"1383";105;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;9;"Low"
"1384";106;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;9;"HI"
"1385";107;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;9;"HI"
"1386";108;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;9;"HI"
"1387";163;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;12;"Low"
"1388";164;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;12;"Low"
"1389";165;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;12;"Low"
"1390";166;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;12;"HI"
"1391";167;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;12;"HI"
"1392";168;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;12;"HI"
"1393";223;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;15;"Low"
"1394";224;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;15;"Low"
"1395";225;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;15;"Low"
"1396";226;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;15;"HI"
"1397";227;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;15;"HI"
"1398";228;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;15;"HI"
"1399";283;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;18;"Low"
"1400";284;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;18;"Low"
"1401";285;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;18;"Low"
"1402";286;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;18;"HI"
"1403";287;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;18;"HI"
"1404";288;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;18;"HI"
"1405";343;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;21;"Low"
"1406";344;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;21;"Low"
"1407";345;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;21;"Low"
"1408";346;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;21;"HI"
"1409";347;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;21;"HI"
"1410";348;24;"rhizo";0;6;"03.06.";"pulse";20;NA;0;21;"HI"
"1411";103;24;"guido";0;6;"03.06.";"pulse";20;NA;0;9;"Low"
"1412";104;24;"guido";0;6;"03.06.";"pulse";20;NA;0;9;"Low"
"1413";105;24;"guido";0;6;"03.06.";"pulse";20;NA;0;9;"Low"
"1414";106;24;"guido";0;6;"03.06.";"pulse";20;NA;0;9;"HI"
"1415";107;24;"guido";0;6;"03.06.";"pulse";20;NA;0;9;"HI"
"1416";108;24;"guido";0;6;"03.06.";"pulse";20;NA;0;9;"HI"
"1417";163;24;"guido";0;6;"03.06.";"pulse";20;NA;0;12;"Low"
"1418";164;24;"guido";0;6;"03.06.";"pulse";20;NA;0;12;"Low"
"1419";165;24;"guido";0;6;"03.06.";"pulse";20;NA;0;12;"Low"
"1420";166;24;"guido";0;6;"03.06.";"pulse";20;NA;0;12;"HI"
"1421";167;24;"guido";0;6;"03.06.";"pulse";20;NA;0;12;"HI"
"1422";168;24;"guido";0;6;"03.06.";"pulse";20;NA;0;12;"HI"
"1423";223;24;"guido";0;6;"03.06.";"pulse";20;NA;0;15;"Low"
"1424";224;24;"guido";0;6;"03.06.";"pulse";20;NA;0;15;"Low"
"1425";225;24;"guido";0;6;"03.06.";"pulse";20;NA;0;15;"Low"
"1426";226;24;"guido";0;6;"03.06.";"pulse";20;NA;0;15;"HI"
"1427";227;24;"guido";0;6;"03.06.";"pulse";20;NA;0;15;"HI"
"1428";228;24;"guido";0;6;"03.06.";"pulse";20;NA;0;15;"HI"
"1429";283;24;"guido";0;6;"03.06.";"pulse";20;NA;0;18;"Low"
"1430";284;24;"guido";0;6;"03.06.";"pulse";20;NA;0;18;"Low"
"1431";285;24;"guido";0;6;"03.06.";"pulse";20;NA;0;18;"Low"
"1432";286;24;"guido";0;6;"03.06.";"pulse";20;NA;0;18;"HI"
"1433";287;24;"guido";0;6;"03.06.";"pulse";20;NA;0;18;"HI"
"1434";288;24;"guido";0;6;"03.06.";"pulse";20;NA;0;18;"HI"
"1435";343;24;"guido";0;6;"03.06.";"pulse";20;NA;0;21;"Low"
"1436";344;24;"guido";0;6;"03.06.";"pulse";20;NA;0;21;"Low"
"1437";345;24;"guido";0;6;"03.06.";"pulse";20;NA;0;21;"Low"
"1438";346;24;"guido";0;6;"03.06.";"pulse";20;NA;0;21;"HI"
"1439";347;24;"guido";0;6;"03.06.";"pulse";20;NA;0;21;"HI"
"1440";348;24;"guido";0;6;"03.06.";"pulse";20;NA;0;21;"HI"
"1441";103;24;"dity";193;6;"03.06.";"pulse";10;NA;4110,9;9;"Low"
"1442";104;24;"dity";198;6;"03.06.";"pulse";10;NA;4217,4;9;"Low"
"1443";105;24;"dity";127;6;"03.06.";"pulse";10;NA;2705,1;9;"Low"
"1444";106;24;"dity";118;6;"03.06.";"pulse";10;NA;2513,4;9;"HI"
"1445";107;24;"dity";191;6;"03.06.";"pulse";10;NA;4068,3;9;"HI"
"1446";108;24;"dity";257;6;"03.06.";"pulse";10;NA;5474,1;9;"HI"
"1447";163;24;"dity";160;6;"03.06.";"pulse";10;NA;3408;12;"Low"
"1448";164;24;"dity";126;6;"03.06.";"pulse";10;NA;2683,8;12;"Low"
"1449";165;24;"dity";124;6;"03.06.";"pulse";10;NA;2641,2;12;"Low"
"1450";166;24;"dity";145;6;"03.06.";"pulse";10;NA;3088,5;12;"HI"
"1451";167;24;"dity";120;6;"03.06.";"pulse";10;NA;2556;12;"HI"
"1452";168;24;"dity";100;6;"03.06.";"pulse";10;NA;2130;12;"HI"
"1453";223;24;"dity";165;6;"03.06.";"pulse";10;NA;3514,5;15;"Low"
"1454";224;24;"dity";151;6;"03.06.";"pulse";10;NA;3216,3;15;"Low"
"1455";225;24;"dity";162;6;"03.06.";"pulse";10;NA;3450,6;15;"Low"
"1456";226;24;"dity";190;6;"03.06.";"pulse";10;NA;4047;15;"HI"
"1457";227;24;"dity";204;6;"03.06.";"pulse";10;NA;4345,2;15;"HI"
"1458";228;24;"dity";166;6;"03.06.";"pulse";10;NA;3535,8;15;"HI"
"1459";283;24;"dity";140;6;"03.06.";"pulse";10;NA;2982;18;"Low"
"1460";284;24;"dity";143;6;"03.06.";"pulse";10;NA;3045,9;18;"Low"
"1461";285;24;"dity";132;6;"03.06.";"pulse";10;NA;2811,6;18;"Low"
"1462";286;24;"dity";216;6;"03.06.";"pulse";10;NA;4600,8;18;"HI"
"1463";287;24;"dity";232;6;"03.06.";"pulse";10;NA;4941,6;18;"HI"
"1464";288;24;"dity";203;6;"03.06.";"pulse";10;NA;4323,9;18;"HI"
"1465";343;24;"dity";152;6;"03.06.";"pulse";10;NA;3237,6;21;"Low"
"1466";344;24;"dity";120;6;"03.06.";"pulse";10;NA;2556;21;"Low"
"1467";345;24;"dity";115;6;"03.06.";"pulse";10;NA;2449,5;21;"Low"
"1468";346;24;"dity";166;6;"03.06.";"pulse";10;NA;3535,8;21;"HI"
"1469";347;24;"dity";236;6;"03.06.";"pulse";10;NA;5026,8;21;"HI"
"1470";348;24;"dity";261;6;"03.06.";"pulse";10;NA;5559,3;21;"HI"
"1471";103;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;9;"Low"
"1472";104;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;9;"Low"
"1473";105;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;9;"Low"
"1474";106;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;9;"HI"
"1475";107;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;9;"HI"
"1476";108;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;9;"HI"
"1477";163;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;12;"Low"
"1478";164;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;12;"Low"
"1479";165;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;12;"Low"
"1480";166;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;12;"HI"
"1481";167;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;12;"HI"
"1482";168;24;"odontella";1;10;"03.06.";"pulse";10;NA;12,78;12;"HI"
"1483";223;24;"odontella";1;10;"03.06.";"pulse";10;NA;12,78;15;"Low"
"1484";224;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;15;"Low"
"1485";225;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;15;"Low"
"1486";226;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;15;"HI"
"1487";227;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;15;"HI"
"1488";228;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;15;"HI"
"1489";283;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;18;"Low"
"1490";284;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;18;"Low"
"1491";285;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;18;"Low"
"1492";286;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;18;"HI"
"1493";287;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;18;"HI"
"1494";288;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;18;"HI"
"1495";343;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;21;"Low"
"1496";344;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;21;"Low"
"1497";345;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;21;"Low"
"1498";346;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;21;"HI"
"1499";347;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;21;"HI"
"1500";348;24;"odontella";0;10;"03.06.";"pulse";10;NA;0;21;"HI"
"1501";97;18;"asterio";13;6;"22.05.";"mix";40;NA;4430,4;9;"Low"
"1502";98;18;"asterio";8;6;"22.05.";"mix";40;NA;2726,4;9;"Low"
"1503";99;18;"asterio";21;6;"22.05.";"mix";40;NA;7156,8;9;"Low"
"1504";100;18;"asterio";0;6;"22.05.";"mix";40;NA;0;9;"HI"
"1505";101;18;"asterio";1;6;"22.05.";"mix";40;NA;340,8;9;"HI"
"1506";102;18;"asterio";0;6;"22.05.";"mix";40;NA;0;9;"HI"
"1507";157;18;"asterio";56;6;"22.05.";"mix";40;NA;19084,8;12;"Low"
"1508";158;18;"asterio";10;6;"22.05.";"mix";40;NA;3408;12;"Low"
"1509";159;18;"asterio";8;6;"22.05.";"mix";40;NA;2726,4;12;"Low"
"1510";160;18;"asterio";57;6;"22.05.";"mix";40;NA;19425,6;12;"HI"
"1511";161;18;"asterio";37;6;"22.05.";"mix";40;NA;12609,6;12;"HI"
"1512";162;18;"asterio";62;6;"22.05.";"mix";40;NA;21129,6;12;"HI"
"1513";217;18;"asterio";134;6;"22.05.";"mix";40;NA;45667,2;15;"Low"
"1514";218;18;"asterio";164;6;"22.05.";"mix";40;NA;55891,2;15;"Low"
"1515";219;18;"asterio";147;6;"22.05.";"mix";40;NA;50097,6;15;"Low"
"1516";220;18;"asterio";39;6;"22.05.";"mix";40;NA;13291,2;15;"HI"
"1517";221;18;"asterio";40;6;"22.05.";"mix";40;NA;13632;15;"HI"
"1518";222;18;"asterio";9;6;"22.05.";"mix";40;NA;3067,2;15;"HI"
"1519";277;18;"asterio";99;6;"22.05.";"mix";40;NA;33739,2;18;"Low"
"1520";278;18;"asterio";191;6;"22.05.";"mix";40;NA;65092,8;18;"Low"
"1521";279;18;"asterio";82;6;"22.05.";"mix";40;NA;27945,6;18;"Low"
"1522";280;18;"asterio";63;6;"22.05.";"mix";40;NA;21470,4;18;"HI"
"1523";281;18;"asterio";56;6;"22.05.";"mix";40;NA;19084,8;18;"HI"
"1524";282;18;"asterio";34;6;"22.05.";"mix";40;NA;11587,2;18;"HI"
"1525";337;18;"asterio";195;6;"22.05.";"mix";40;NA;66456;21;"Low"
"1526";338;18;"asterio";226;6;"22.05.";"mix";40;NA;77020,8;21;"Low"
"1527";339;18;"asterio";205;6;"22.05.";"mix";40;NA;69864;21;"Low"
"1528";340;18;"asterio";197;6;"22.05.";"mix";40;NA;67137,6;21;"HI"
"1529";341;18;"asterio";184;6;"22.05.";"mix";40;NA;62707,2;21;"HI"
"1530";342;18;"asterio";228;6;"22.05.";"mix";40;NA;77702,4;21;"HI"
"1531";97;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;9;"Low"
"1532";98;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;9;"Low"
"1533";99;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;9;"Low"
"1534";100;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;9;"HI"
"1535";101;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;9;"HI"
"1536";102;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;9;"HI"
"1537";157;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;12;"Low"
"1538";158;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;12;"Low"
"1539";159;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;12;"Low"
"1540";160;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;12;"HI"
"1541";161;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;12;"HI"
"1542";162;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;12;"HI"
"1543";217;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;15;"Low"
"1544";218;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;15;"Low"
"1545";219;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;15;"Low"
"1546";220;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;15;"HI"
"1547";221;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;15;"HI"
"1548";222;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;15;"HI"
"1549";277;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;18;"Low"
"1550";278;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;18;"Low"
"1551";279;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;18;"Low"
"1552";280;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;18;"HI"
"1553";281;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;18;"HI"
"1554";282;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;18;"HI"
"1555";337;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;21;"Low"
"1556";338;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;21;"Low"
"1557";339;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;21;"Low"
"1558";340;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;21;"HI"
"1559";341;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;21;"HI"
"1560";342;18;"rhizo";0;6;"22.05.";"mix";20;NA;0;21;"HI"
"1561";97;18;"guido";0;6;"22.05.";"mix";20;NA;0;9;"Low"
"1562";98;18;"guido";0;6;"22.05.";"mix";20;NA;0;9;"Low"
"1563";99;18;"guido";0;6;"22.05.";"mix";20;NA;0;9;"Low"
"1564";100;18;"guido";0;6;"22.05.";"mix";20;NA;0;9;"HI"
"1565";101;18;"guido";0;6;"22.05.";"mix";20;NA;0;9;"HI"
"1566";102;18;"guido";0;6;"22.05.";"mix";20;NA;0;9;"HI"
"1567";157;18;"guido";0;6;"22.05.";"mix";20;NA;0;12;"Low"
"1568";158;18;"guido";0;6;"22.05.";"mix";20;NA;0;12;"Low"
"1569";159;18;"guido";0;6;"22.05.";"mix";20;NA;0;12;"Low"
"1570";160;18;"guido";0;6;"22.05.";"mix";20;NA;0;12;"HI"
"1571";161;18;"guido";0;6;"22.05.";"mix";20;NA;0;12;"HI"
"1572";162;18;"guido";0;6;"22.05.";"mix";20;NA;0;12;"HI"
"1573";217;18;"guido";0;6;"22.05.";"mix";20;NA;0;15;"Low"
"1574";218;18;"guido";0;6;"22.05.";"mix";20;NA;0;15;"Low"
"1575";219;18;"guido";0;6;"22.05.";"mix";20;NA;0;15;"Low"
"1576";220;18;"guido";0;6;"22.05.";"mix";20;NA;0;15;"HI"
"1577";221;18;"guido";0;6;"22.05.";"mix";20;NA;0;15;"HI"
"1578";222;18;"guido";0;6;"22.05.";"mix";20;NA;0;15;"HI"
"1579";277;18;"guido";0;6;"22.05.";"mix";20;NA;0;18;"Low"
"1580";278;18;"guido";0;6;"22.05.";"mix";20;NA;0;18;"Low"
"1581";279;18;"guido";0;6;"22.05.";"mix";20;NA;0;18;"Low"
"1582";280;18;"guido";0;6;"22.05.";"mix";20;NA;0;18;"HI"
"1583";281;18;"guido";0;6;"22.05.";"mix";20;NA;0;18;"HI"
"1584";282;18;"guido";0;6;"22.05.";"mix";20;NA;0;18;"HI"
"1585";337;18;"guido";0;6;"22.05.";"mix";20;NA;0;21;"Low"
"1586";338;18;"guido";0;6;"22.05.";"mix";20;NA;0;21;"Low"
"1587";339;18;"guido";0;6;"22.05.";"mix";20;NA;0;21;"Low"
"1588";340;18;"guido";0;6;"22.05.";"mix";20;NA;0;21;"HI"
"1589";341;18;"guido";0;6;"22.05.";"mix";20;NA;0;21;"HI"
"1590";342;18;"guido";0;6;"22.05.";"mix";20;NA;0;21;"HI"
"1591";97;18;"dity";113;6;"22.05.";"mix";10;NA;2406,9;9;"Low"
"1592";98;18;"dity";160;6;"22.05.";"mix";10;NA;3408;9;"Low"
"1593";99;18;"dity";98;6;"22.05.";"mix";10;NA;2087,4;9;"Low"
"1594";100;18;"dity";199;6;"22.05.";"mix";10;NA;4238,7;9;"HI"
"1595";101;18;"dity";247;6;"22.05.";"mix";10;NA;5261,1;9;"HI"
"1596";102;18;"dity";99;6;"22.05.";"mix";10;NA;2108,7;9;"HI"
"1597";157;18;"dity";217;6;"22.05.";"mix";10;NA;4622,1;12;"Low"
"1598";158;18;"dity";127;6;"22.05.";"mix";10;NA;2705,1;12;"Low"
"1599";159;18;"dity";103;6;"22.05.";"mix";10;NA;2193,9;12;"Low"
"1600";160;18;"dity";151;6;"22.05.";"mix";10;NA;3216,3;12;"HI"
"1601";161;18;"dity";71;6;"22.05.";"mix";10;NA;1512,3;12;"HI"
"1602";162;18;"dity";56;6;"22.05.";"mix";10;NA;1192,8;12;"HI"
"1603";217;18;"dity";110;6;"22.05.";"mix";10;NA;2343;15;"Low"
"1604";218;18;"dity";163;6;"22.05.";"mix";10;NA;3471,9;15;"Low"
"1605";219;18;"dity";118;6;"22.05.";"mix";10;NA;2513,4;15;"Low"
"1606";220;18;"dity";101;6;"22.05.";"mix";10;NA;2151,3;15;"HI"
"1607";221;18;"dity";131;6;"22.05.";"mix";10;NA;2790,3;15;"HI"
"1608";222;18;"dity";104;6;"22.05.";"mix";10;NA;2215,2;15;"HI"
"1609";277;18;"dity";165;6;"22.05.";"mix";10;NA;3514,5;18;"Low"
"1610";278;18;"dity";108;6;"22.05.";"mix";10;NA;2300,4;18;"Low"
"1611";279;18;"dity";89;6;"22.05.";"mix";10;NA;1895,7;18;"Low"
"1612";280;18;"dity";190;6;"22.05.";"mix";10;NA;4047;18;"HI"
"1613";281;18;"dity";244;6;"22.05.";"mix";10;NA;5197,2;18;"HI"
"1614";282;18;"dity";234;6;"22.05.";"mix";10;NA;4984,2;18;"HI"
"1615";337;18;"dity";136;6;"22.05.";"mix";10;NA;2896,8;21;"Low"
"1616";338;18;"dity";124;6;"22.05.";"mix";10;NA;2641,2;21;"Low"
"1617";339;18;"dity";159;6;"22.05.";"mix";10;NA;3386,7;21;"Low"
"1618";340;18;"dity";123;6;"22.05.";"mix";10;NA;2619,9;21;"HI"
"1619";341;18;"dity";185;6;"22.05.";"mix";10;NA;3940,5;21;"HI"
"1620";342;18;"dity";106;6;"22.05.";"mix";10;NA;2257,8;21;"HI"
"1621";97;18;"odontella";1;10;"22.05.";"mix";10;NA;12,78;9;"Low"
"1622";98;18;"odontella";1;10;"22.05.";"mix";10;NA;12,78;9;"Low"
"1623";99;18;"odontella";0;10;"22.05.";"mix";10;NA;0;9;"Low"
"1624";100;18;"odontella";0;10;"22.05.";"mix";10;NA;0;9;"HI"
"1625";101;18;"odontella";1;10;"22.05.";"mix";10;NA;12,78;9;"HI"
"1626";102;18;"odontella";1;10;"22.05.";"mix";10;NA;12,78;9;"HI"
"1627";157;18;"odontella";0;10;"22.05.";"mix";10;NA;0;12;"Low"
"1628";158;18;"odontella";0;10;"22.05.";"mix";10;NA;0;12;"Low"
"1629";159;18;"odontella";0;10;"22.05.";"mix";10;NA;0;12;"Low"
"1630";160;18;"odontella";0;10;"22.05.";"mix";10;NA;0;12;"HI"
"1631";161;18;"odontella";1;10;"22.05.";"mix";10;NA;12,78;12;"HI"
"1632";162;18;"odontella";0;10;"22.05.";"mix";10;NA;0;12;"HI"
"1633";217;18;"odontella";0;10;"22.05.";"mix";10;NA;0;15;"Low"
"1634";218;18;"odontella";1;10;"22.05.";"mix";10;NA;12,78;15;"Low"
"1635";219;18;"odontella";1;10;"22.05.";"mix";10;NA;12,78;15;"Low"
"1636";220;18;"odontella";1;10;"22.05.";"mix";10;NA;12,78;15;"HI"
"1637";221;18;"odontella";0;10;"22.05.";"mix";10;NA;0;15;"HI"
"1638";222;18;"odontella";1;10;"22.05.";"mix";10;NA;12,78;15;"HI"
"1639";277;18;"odontella";0;10;"22.05.";"mix";10;NA;0;18;"Low"
"1640";278;18;"odontella";0;10;"22.05.";"mix";10;NA;0;18;"Low"
"1641";279;18;"odontella";1;10;"22.05.";"mix";10;NA;12,78;18;"Low"
"1642";280;18;"odontella";3;10;"22.05.";"mix";10;NA;38,34;18;"HI"
"1643";281;18;"odontella";2;10;"22.05.";"mix";10;NA;25,56;18;"HI"
"1644";282;18;"odontella";3;10;"22.05.";"mix";10;NA;38,34;18;"HI"
"1645";337;18;"odontella";0;10;"22.05.";"mix";10;NA;0;21;"Low"
"1646";338;18;"odontella";0;10;"22.05.";"mix";10;NA;0;21;"Low"
"1647";339;18;"odontella";1;10;"22.05.";"mix";10;NA;12,78;21;"Low"
"1648";340;18;"odontella";1;10;"22.05.";"mix";10;NA;12,78;21;"HI"
"1649";341;18;"odontella";5;10;"22.05.";"mix";10;NA;63,9;21;"HI"
"1650";342;18;"odontella";2;10;"22.05.";"mix";10;NA;25,56;21;"HI"
"1651";103;18;"asterio";23;6;"22.05.";"pulse";40;NA;7838,4;9;"Low"
"1652";104;18;"asterio";37;6;"22.05.";"pulse";40;NA;12609,6;9;"Low"
"1653";105;18;"asterio";36;6;"22.05.";"pulse";40;NA;12268,8;9;"Low"
"1654";106;18;"asterio";3;6;"22.05.";"pulse";40;NA;1022,4;9;"HI"
"1655";107;18;"asterio";2;6;"22.05.";"pulse";40;NA;681,6;9;"HI"
